年月日,平均気温(℃),最低気温(℃),最高気温(℃),降水量の合計(mm),降雪量合計(cm),平均湿度(％),天気概況(昼：06時〜18時),天気概況(夜：18時〜翌日06時)
2020/7/3,22.0,20.5,23.3,38.5,0.0,85.0,雨一時曇,大雨
2020/7/4,24.1,20.3,28.1,31.0,0.0,88.0,曇時々雨,曇
2020/7/5,25.7,22.9,29.9,7.5,0.0,80.0,曇一時雨後時々晴,曇時々雨
2020/7/6,25.8,23.6,28.0,41.0,0.0,86.0,雨,雨時々曇
2020/7/7,26.1,23.2,29.1,9.5,0.0,87.0,雨時々曇,大雨一時曇、雷を伴う
2020/7/8,24.6,21.9,29.9,62.0,0.0,88.0,曇時々雨、雷を伴う,曇時々雨
2020/7/9,25.4,23.4,27.6,3.0,0.0,85.0,曇時々雨,曇後雨
2020/7/10,26.0,23.5,29.1,21.5,0.0,89.0,雨時々曇,曇時々雨
2020/7/11,27.1,25.2,29.7,9.5,0.0,84.0,曇時々雨,曇一時雨
2020/7/12,25.5,22.2,29.6,0.0,0.0,69.0,曇,曇時々雨
2020/7/13,21.1,19.5,22.3,16.5,0.0,90.0,雨,雨
2020/7/14,24.1,21.0,26.7,49.5,0.0,89.0,大雨後曇,曇
2020/7/15,23.9,21.7,27.3,2.5,0.0,80.0,曇,曇一時雨
2020/7/16,25.5,21.6,30.5,0.0,0.0,70.0,曇一時晴,曇時々晴
2020/7/17,23.9,22.1,27.5,8.5,0.0,87.0,雨時々曇,雨時々曇
2020/7/18,25.9,22.7,30.7,1.0,0.0,80.0,曇後一時晴,曇
2020/7/19,27.8,24.7,32.8,0.0,0.0,68.0,晴後曇,曇
2020/7/20,29.0,25.3,33.4,0.0,0.0,69.0,薄曇,薄曇
2020/7/21,30.0,26.5,34.4,2.5,0.0,68.0,曇,曇一時雨
2020/7/22,28.8,25.7,33.2,0.5,0.0,65.0,曇一時晴,雨後曇
2020/7/23,27.3,25.3,29.3,0.0,0.0,74.0,曇,曇
2020/7/24,26.3,24.0,30.3,15.0,0.0,79.0,曇時々雨,大雨、雷を伴う
2020/7/25,24.9,22.9,28.0,46.5,0.0,92.0,雨一時曇,曇時々雨
2020/7/26,24.8,23.4,27.2,16.0,0.0,94.0,雨一時曇,曇時々晴後時々雨
2020/7/27,26.6,23.0,30.7,1.5,0.0,83.0,曇一時雨,曇
2020/7/28,28.0,25.8,32.0,0.5,0.0,81.0,曇一時晴後時々雨,曇
2020/7/29,28.5,26.1,32.9,0.0,0.0,77.0,曇時々晴後一時雨,曇一時雨
2020/7/30,27.8,25.9,33.5,6.0,0.0,83.0,曇時々晴後時々雨、雷を伴う,晴後一時曇
2020/7/31,28.2,25.1,33.1,17.0,0.0,78.0,晴時々曇後一時雨,晴一時曇
2020/8/1,28.9,24.4,33.8,0.0,0.0,65.0,晴時々薄曇,晴後時々曇
2020/8/2,29.2,26.2,33.9,0.0,0.0,68.0,曇時々晴,曇後晴
2020/8/3,29.0,26.3,33.5,0.0,0.0,72.0,曇,曇時々晴
2020/8/4,29.6,26.5,34.7,0.0,0.0,66.0,曇時々晴,曇
2020/8/5,29.8,26.0,33.9,0.0,0.0,66.0,薄曇後一時晴,快晴
2020/8/6,29.5,26.5,34.1,0.0,0.0,68.0,晴時々薄曇,晴後曇
2020/8/7,29.8,27.4,33.6,0.0,0.0,69.0,曇,曇
2020/8/8,30.2,27.7,33.6,0.0,0.0,66.0,薄曇,曇
2020/8/9,30.9,27.9,34.8,0.0,0.0,64.0,薄曇後一時晴,曇後一時晴
2020/8/10,32.0,28.5,37.1,0.0,0.0,60.0,晴,晴後一時曇
2020/8/11,31.5,29.7,35.4,0.0,0.0,67.0,晴,曇時々晴
2020/8/12,31.2,27.8,35.3,0.0,0.0,66.0,晴,晴時々曇
2020/8/13,31.1,28.8,34.5,0.0,0.0,67.0,曇後晴,晴時々曇
2020/8/14,31.6,28.0,35.9,0.0,0.0,65.0,薄曇後晴,快晴
2020/8/15,32.3,28.7,36.6,0.0,0.0,64.0,晴,晴
2020/8/16,32.8,28.2,37.7,0.0,0.0,61.0,晴,晴
2020/8/17,32.4,28.5,37.1,0.0,0.0,59.0,晴一時薄曇,晴
2020/8/18,31.5,28.2,37.1,0.0,0.0,55.0,薄曇時々晴,晴
2020/8/19,31.1,26.4,37.4,0.0,0.0,58.0,晴一時薄曇,晴
2020/8/20,32.0,28.6,37.4,0.0,0.0,64.0,晴時々薄曇,晴
2020/8/21,31.8,25.1,38.6,16.0,0.0,67.0,晴後一時雨、雷を伴う,晴時々曇一時雨、雷を伴う
2020/8/22,29.8,26.4,37.4,0.0,0.0,67.0,晴後一時雨、雷を伴う,曇一時晴
2020/8/23,30.0,25.2,35.8,0.0,0.0,64.0,晴時々薄曇,曇後晴、雷を伴う
2020/8/24,30.6,27.8,35.7,0.0,0.0,66.0,晴一時曇,晴
2020/8/25,30.6,27.5,36.0,0.0,0.0,68.0,晴,晴
2020/8/26,30.9,26.7,37.0,0.0,0.0,62.0,晴,晴
2020/8/27,28.7,26.3,35.4,40.5,0.0,76.0,晴後曇時々大雨、雷を伴う,曇後一時雨
2020/8/28,29.3,25.9,33.4,0.0,0.0,77.0,曇一時雨後晴,曇時々晴一時大雨
2020/8/29,30.4,25.5,36.7,40.0,0.0,73.0,晴,曇時々晴、雷を伴う
2020/8/30,30.7,26.7,37.0,18.0,0.0,72.0,晴後一時雨,晴時々薄曇一時雨、雷を伴う
2020/8/31,31.1,26.5,37.6,0.0,0.0,62.0,晴後一時雨、雷を伴う,晴時々曇、雷を伴う
2020/9/1,29.9,27.0,35.6,5.0,0.0,70.0,晴後曇一時雨、雷を伴う,晴時々曇
2020/9/2,29.5,27.4,34.8,1.5,0.0,73.0,曇一時晴後一時雨、雷を伴う,曇後時々晴
2020/9/3,30.2,28.4,32.8,0.0,0.0,66.0,曇一時雨,曇後時々晴
2020/9/4,28.4,25.8,32.2,3.5,0.0,76.0,曇時々雨一時晴,曇後一時雨
2020/9/5,29.2,25.6,35.9,0.5,0.0,72.0,晴後一時曇、雷を伴う,晴時々曇一時雨、雷を伴う
2020/9/6,27.7,24.7,34.0,10.0,0.0,77.0,曇時々晴一時雨,雨時々曇
2020/9/7,28.4,25.0,32.7,7.5,0.0,73.0,曇一時雨後晴,晴
2020/9/8,29.0,26.2,33.2,0.0,0.0,62.0,晴,晴後一時曇
2020/9/9,25.2,24.0,28.0,1.5,0.0,73.0,曇時々雨,曇時々雨
2020/9/10,25.3,22.5,29.6,2.5,0.0,82.0,曇時々雨,晴時々曇
2020/9/11,26.9,24.2,30.3,0.0,0.0,78.0,曇、雷を伴う,晴一時曇
2020/9/12,29.0,24.9,33.7,0.0,0.0,68.0,晴後時々曇,曇後雨、雷を伴う
2020/9/13,26.6,23.5,29.2,1.5,0.0,74.0,曇,晴時々曇
2020/9/14,24.1,21.7,27.9,0.0,0.0,62.0,曇一時晴,晴
2020/9/15,24.8,20.0,30.2,0.0,0.0,60.0,薄曇後晴,晴後曇
2020/9/16,25.7,22.7,29.7,0.0,0.0,69.0,曇,曇
2020/9/17,27.9,24.5,31.6,0.0,0.0,72.0,曇,曇後一時雨
2020/9/18,27.6,23.4,31.6,0.0,0.0,72.0,曇一時雨,曇
2020/9/19,25.0,22.5,28.9,0.0,0.0,55.0,晴一時曇,曇一時晴
2020/9/20,23.5,21.4,27.3,0.0,0.0,51.0,曇一時雨,曇後時々晴
2020/9/21,23.6,20.4,28.8,0.0,0.0,52.0,晴,晴一時薄曇
2020/9/22,22.9,18.8,29.1,0.0,0.0,64.0,曇時々晴,雨後曇
2020/9/23,25.4,21.0,30.1,0.0,0.0,59.0,曇一時晴,曇一時晴
2020/9/24,25.1,22.8,28.5,0.0,0.0,69.0,曇一時雨,雨一時曇
2020/9/25,21.6,20.4,22.9,64.0,0.0,94.0,大雨,曇一時晴
2020/9/26,23.0,20.9,25.0,0.0,0.0,77.0,曇,曇
2020/9/27,22.4,19.5,26.0,0.0,0.0,65.0,晴時々曇,晴一時曇
2020/9/28,21.7,17.9,26.7,0.0,0.0,64.0,晴一時曇,晴時々薄曇
2020/9/29,22.3,18.1,28.4,0.0,0.0,68.0,薄曇時々晴,晴一時曇
2020/9/30,22.3,18.3,26.3,0.5,0.0,69.0,曇,曇時々雨一時晴
2020/10/1,21.9,17.7,27.7,2.0,0.0,66.0,晴,快晴
2020/10/2,22.6,17.1,27.8,0.0,0.0,62.0,快晴,晴後曇
2020/10/3,23.6,19.6,27.3,0.0,0.0,64.0,曇時々晴,曇
2020/10/4,24.1,21.7,27.4,0.0,0.0,69.0,曇,曇一時晴後一時雨
2020/10/5,22.5,17.2,26.4,0.0,0.0,64.0,曇後晴,晴後一時曇
2020/10/6,19.5,16.0,24.7,0.0,0.0,54.0,曇後晴,晴後一時曇
2020/10/7,19.4,15.6,24.3,5.0,0.0,63.0,曇時々晴後一時雨,雨
2020/10/8,16.0,15.1,16.9,42.0,0.0,94.0,雨,雨
2020/10/9,18.4,16.7,20.1,55.5,0.0,89.0,大雨,大雨
2020/10/10,20.7,18.1,24.3,34.5,0.0,84.0,雨時々曇,曇後時々晴
2020/10/11,22.3,19.4,25.9,0.0,0.0,69.0,曇時々晴,晴時々曇
2020/10/12,22.7,18.5,27.6,0.0,0.0,68.0,晴,晴時々曇
2020/10/13,22.1,18.3,26.5,0.0,0.0,60.0,晴一時曇,快晴
2020/10/14,20.8,16.6,25.8,0.0,0.0,66.0,晴,晴
2020/10/15,19.2,16.5,23.1,0.0,0.0,54.0,晴,晴後曇
2020/10/16,18.8,16.1,23.1,0.0,0.0,55.0,曇時々晴一時雨,雨時々曇
2020/10/17,13.1,11.9,17.7,26.0,0.0,92.0,雨,曇一時晴
2020/10/18,15.2,10.8,20.9,0.0,0.0,78.0,曇後晴,晴後曇
2020/10/19,15.1,13.9,16.8,1.0,0.0,83.0,曇一時雨,晴時々曇
2020/10/20,17.2,12.0,23.7,0.0,0.0,70.0,晴一時薄曇,快晴
2020/10/21,18.7,13.3,25.1,0.0,0.0,63.0,晴後曇,曇
2020/10/22,19.6,17.6,22.4,0.5,0.0,71.0,曇後雨,雨一時曇
2020/10/23,17.9,14.6,19.8,38.5,0.0,79.0,雨後曇一時晴,晴後一時曇
2020/10/24,16.5,13.7,19.8,0.0,0.0,52.0,晴,快晴
2020/10/25,15.1,10.2,19.3,0.0,0.0,53.0,快晴,晴一時薄曇
2020/10/26,16.1,11.3,21.7,0.0,0.0,61.0,晴,晴後薄曇
2020/10/27,16.5,11.4,22.5,0.0,0.0,59.0,晴一時薄曇,晴後時々薄曇
2020/10/28,16.9,11.8,21.4,0.0,0.0,62.0,曇,曇後晴
2020/10/29,16.8,13.8,22.0,0.0,0.0,60.0,晴,晴一時薄曇
2020/10/30,14.6,12.0,18.7,0.0,0.0,57.0,晴後一時曇,晴
2020/10/31,14.5,9.4,20.1,0.0,0.0,56.0,快晴,晴
2020/11/1,16.8,11.6,22.4,0.0,0.0,60.0,曇後一時晴,曇一時晴
2020/11/2,16.4,14.7,17.7,24.0,0.0,87.0,雨一時曇,雨後曇
2020/11/3,15.3,11.0,19.4,1.5,0.0,58.0,晴,晴
2020/11/4,12.8,9.8,17.0,0.0,0.0,48.0,晴,晴
2020/11/5,13.0,7.9,18.3,0.0,0.0,56.0,晴,曇一時晴
2020/11/6,15.6,11.5,20.6,0.0,0.0,66.0,曇後晴,曇一時晴
2020/11/7,16.7,14.1,18.5,10.0,0.0,83.0,曇時々雨,雨一時曇後晴
2020/11/8,17.6,14.7,21.2,0.0,0.0,71.0,晴後時々曇,晴時々曇
2020/11/9,13.7,11.1,17.6,0.0,0.0,57.0,晴,晴
2020/11/10,12.5,9.8,16.5,0.0,0.0,56.0,晴後一時曇,晴
2020/11/11,11.0,8.2,14.8,0.0,0.0,66.0,晴一時曇,快晴
2020/11/12,12.9,7.9,19.2,0.0,0.0,65.0,晴一時曇,晴後一時曇
2020/11/13,14.8,11.9,17.5,0.0,0.0,74.0,曇一時雨後時々晴,晴
2020/11/14,14.3,10.3,20.1,0.0,0.0,65.0,快晴,晴
2020/11/15,15.3,9.4,21.9,0.0,0.0,65.0,晴後一時薄曇,晴一時薄曇
2020/11/16,17.0,12.7,22.0,0.0,0.0,72.0,薄曇後時々晴,晴
2020/11/17,17.1,12.3,22.7,0.0,0.0,62.0,快晴,晴後一時曇
2020/11/18,18.7,14.1,24.2,0.0,0.0,68.0,晴後薄曇,薄曇後晴
2020/11/19,20.5,15.1,26.6,0.0,0.0,68.0,晴,曇時々雨
2020/11/20,19.9,16.6,23.3,5.0,0.0,80.0,曇時々雨,曇時々晴
2020/11/21,14.3,10.5,16.9,0.0,0.0,57.0,晴一時曇,快晴
2020/11/22,14.5,9.0,18.9,3.5,0.0,71.0,晴後曇,曇時々雨一時晴
2020/11/23,14.4,10.7,17.6,0.5,0.0,70.0,晴時々曇,快晴
2020/11/24,12.4,8.8,16.8,0.0,0.0,62.0,快晴,晴後一時曇
2020/11/25,12.1,9.8,15.1,0.0,0.0,64.0,曇後一時晴,快晴
2020/11/26,13.3,8.1,18.6,0.0,0.0,69.0,晴,曇時々晴
2020/11/27,14.8,11.5,18.6,2.5,0.0,63.0,晴時々曇,曇時々雨
2020/11/28,11.6,8.6,15.3,0.0,0.0,60.0,晴時々曇,晴時々曇
2020/11/29,10.6,7.0,14.1,0.0,0.0,67.0,晴一時曇,晴
2020/11/30,10.7,7.1,15.3,0.0,0.0,62.0,晴後薄曇,晴一時薄曇
2020/12/1,10.7,7.0,14.5,0.0,0.0,62.0,晴,晴
2020/12/2,10.9,6.5,16.2,0.0,0.0,70.0,晴,晴
2020/12/3,11.2,7.5,16.0,0.0,0.0,68.0,晴時々曇,晴
2020/12/4,10.5,7.8,14.6,0.0,0.0,55.0,晴,晴
2020/12/5,10.1,5.8,14.8,0.0,0.0,60.0,晴,晴
2020/12/6,10.4,5.8,15.2,0.0,0.0,59.0,快晴,快晴
2020/12/7,11.3,5.9,16.0,0.0,0.0,63.0,晴後時々曇,晴
2020/12/8,11.8,8.2,15.7,0.0,0.0,57.0,晴,晴後一時薄曇
2020/12/9,10.2,7.5,13.9,0.0,0.0,64.0,薄曇時々晴,快晴
2020/12/10,10.7,6.0,16.0,0.0,0.0,69.0,晴後曇,曇
2020/12/11,12.3,8.4,17.0,0.0,0.0,66.0,晴時々薄曇,曇
2020/12/12,12.6,10.5,15.9,0.0,0.0,61.0,曇時々晴,晴時々曇
2020/12/13,11.0,8.9,12.7,0.0,0.0,54.0,曇時々晴,晴後曇
2020/12/14,9.2,5.9,12.4,0.0,0.0,56.0,曇,晴
2020/12/15,5.6,3.4,8.8,0.0,0.0,48.0,晴一時曇,晴
2020/12/16,4.6,2.6,8.1,0.0,0.0,48.0,晴,晴
2020/12/17,4.7,1.3,8.1,0.0,0.0,58.0,晴後時々曇,晴後一時曇
2020/12/18,7.1,2.3,10.3,0.0,0.0,55.0,晴時々薄曇,晴後一時薄曇
2020/12/19,6.5,4.3,9.0,0.0,0.0,61.0,曇時々雨一時晴,快晴
2020/12/20,5.5,2.0,8.0,0.0,0.0,61.0,曇時々晴,晴
2020/12/21,6.3,2.1,10.4,0.0,0.0,59.0,晴,快晴
2020/12/22,7.4,2.1,11.6,0.0,0.0,61.0,晴,晴一時雨
2020/12/23,8.2,4.1,12.4,0.0,0.0,63.0,晴後薄曇,晴一時曇
2020/12/24,7.2,4.9,9.3,1.5,0.0,79.0,曇後雨,曇
2020/12/25,8.3,5.8,12.2,0.0,0.0,59.0,晴,晴
2020/12/26,7.4,4.2,11.0,0.0,0.0,51.0,薄曇後晴,晴後時々薄曇
2020/12/27,7.6,3.1,12.5,0.5,0.0,58.0,晴時々曇,雨時々曇
2020/12/28,9.0,6.2,13.2,4.5,0.0,79.0,晴一時雨,晴後一時薄曇
2020/12/29,8.9,4.7,13.3,0.0,0.0,74.0,薄曇後時々晴,曇時々晴後雨
2020/12/30,7.4,2.4,12.4,12.0,0.0,71.0,晴時々曇一時雨,晴時々曇一時みぞれ
2020/12/31,3.7,1.9,6.8,0.0,0.0,55.0,晴,快晴