年月日,最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),平均湿度(％),平均湿度(％),平均湿度(％),天気概況(昼：06時〜18時),天気概況(昼：06時〜18時),天気概況(昼：06時〜18時),天気概況(夜：18時〜翌日06時),天気概況(夜：18時〜翌日06時),天気概況(夜：18時〜翌日06時)
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2022/1/1,7.8,8,1,-1.0,8,1,3.4,8,1,0,1,8,1,0,1,8,1,32,8,1,快晴,8,1,晴後一時曇,8,1
2022/1/2,7.9,8,1,0.4,8,1,3.5,8,1,0,1,8,1,0,1,8,1,52,8,1,曇後晴,8,1,快晴,8,1
2022/1/3,10.5,8,1,0.5,8,1,5.5,8,1,0,1,8,1,0,1,8,1,56,8,1,晴,8,1,快晴,8,1
2022/1/4,12.4,8,1,0.6,8,1,5.2,8,1,0,1,8,1,0,1,8,1,56,8,1,快晴,8,1,快晴,8,1
2022/1/5,8.7,8,1,0.6,8,1,4.1,8,1,0,1,8,1,0,1,8,1,37,8,1,快晴,8,1,曇時々晴,8,1
2022/1/6,2.6,8,1,-1.7,8,1,0.7,8,1,6.5,0,8,1,10,0,8,1,74,8,1,曇後大雪,8,1,晴一時雪,8,1
2022/1/7,8.4,8,1,-3.5,8,1,2.6,8,1,0,1,8,1,0,1,8,1,64,8,1,快晴,8,1,晴,8,1
2022/1/8,9.5,8,1,-0.2,8,1,4.5,8,1,0,1,8,1,0,1,8,1,53,8,1,快晴,8,1,晴,8,1
2022/1/9,13.4,8,1,-0.5,8,1,6.3,8,1,0,1,8,1,0,1,8,1,53,8,1,晴後薄曇,8,1,曇,8,1
2022/1/10,9.6,8,1,6.1,8,1,7.7,8,1,0.0,0,8,1,0,1,8,1,60,8,1,曇一時晴,8,1,曇,8,1
2022/1/11,7.2,8,1,4.3,8,1,5.7,8,1,16.0,0,8,1,0,1,8,1,91,8,1,雨一時曇,8,1,曇一時雨後晴,8,1
2022/1/12,8.6,8,1,2.4,8,1,5.0,8,1,0,1,8,1,0,1,8,1,46,8,1,快晴,8,1,晴後時々曇,8,1
2022/1/13,11.5,8,1,2.3,8,1,5.7,8,1,0,1,8,1,0,1,8,1,44,8,1,晴時々曇,8,1,晴時々曇,8,1
2022/1/14,8.6,8,1,0.7,8,1,4.4,8,1,0,1,8,1,0,1,8,1,38,8,1,快晴,8,1,快晴,8,1
2022/1/15,10.5,8,1,-0.2,8,1,5.5,8,1,0,1,8,1,0,1,8,1,39,8,1,薄曇,8,1,晴一時薄曇,8,1
2022/1/16,11.1,8,1,0.3,8,1,5.4,8,1,0,1,8,1,0,1,8,1,60,8,1,快晴,8,1,晴後一時薄曇,8,1
2022/1/17,11.8,8,1,1.4,8,1,6.0,8,1,0.0,0,8,1,0,1,8,1,58,8,1,薄曇時々晴,8,1,晴、みぞれを伴う,8,1
2022/1/18,8.7,8,1,1.6,8,1,4.4,8,1,0,1,8,1,0,1,8,1,39,8,1,快晴,8,1,快晴,8,1
2022/1/19,8.1,8,1,0.6,8,1,3.7,8,1,0,1,8,1,0,1,8,1,44,8,1,晴時々曇,8,1,晴,8,1
2022/1/20,8.4,8,1,-1.0,8,1,3.4,8,1,0,1,8,1,0,1,8,1,53,8,1,快晴,8,1,快晴,8,1
2022/1/21,7.8,8,1,-0.9,8,1,3.0,8,1,0,1,8,1,0,1,8,1,43,8,1,晴,8,1,快晴,8,1
2022/1/22,9.9,8,1,-0.1,8,1,4.5,8,1,0,1,8,1,0,1,8,1,43,8,1,快晴,8,1,曇時々晴,8,1
2022/1/23,7.7,8,1,1.6,8,1,5.1,8,1,0.0,0,8,1,0,1,8,1,54,8,1,曇,8,1,曇時々雨,8,1
2022/1/24,11.0,8,1,1.4,8,1,6.4,8,1,0.0,0,8,1,0,1,8,1,53,8,1,曇一時晴,8,1,快晴,8,1
2022/1/25,9.6,8,1,0.3,8,1,5.2,8,1,0.0,0,8,1,0,1,8,1,57,8,1,晴後曇,8,1,雨時々曇,8,1
2022/1/26,9.5,8,1,3.7,8,1,5.5,8,1,0.0,0,8,1,0,1,8,1,83,8,1,曇後晴,8,1,快晴,8,1
2022/1/27,11.9,8,1,2.0,8,1,6.8,8,1,0,1,8,1,0,1,8,1,53,8,1,薄曇後時々晴,8,1,曇,8,1
2022/1/28,11.8,8,1,4.1,8,1,6.6,8,1,0,1,8,1,0,1,8,1,41,8,1,曇時々晴,8,1,晴後曇,8,1
2022/1/29,10.0,8,1,3.7,8,1,5.9,8,1,0,1,8,1,0,1,8,1,49,8,1,曇後時々晴,8,1,薄曇後晴,8,1
2022/1/30,8.2,8,1,2.2,8,1,5.2,8,1,0,1,8,1,0,1,8,1,44,8,1,曇,8,1,曇後晴,8,1
2022/1/31,10.0,8,1,1.5,8,1,4.9,8,1,0,1,8,1,0,1,8,1,36,8,1,快晴,8,1,快晴,8,1
2022/2/1,11.2,8,1,1.1,8,1,5.6,8,1,0,1,8,1,0,1,8,1,46,8,1,晴,8,1,快晴,8,1
2022/2/2,11.1,8,1,0.9,8,1,5.5,8,1,0,1,8,1,0,1,8,1,45,8,1,晴,8,1,晴,8,1
2022/2/3,11.8,8,1,0.6,8,1,5.8,8,1,0,1,8,1,0,1,8,1,42,8,1,晴時々薄曇,8,1,薄曇,8,1
2022/2/4,8.5,8,1,2.4,8,1,4.9,8,1,0,1,8,1,0,1,8,1,50,8,1,曇,8,1,快晴,8,1
2022/2/5,9.2,8,1,0.3,8,1,3.5,8,1,0,1,8,1,0,1,8,1,45,8,1,晴一時曇,8,1,快晴,8,1
2022/2/6,8.2,8,1,-1.9,8,1,2.3,8,1,0,1,8,1,0,1,8,1,45,8,1,晴時々曇,8,1,快晴,8,1
2022/2/7,9.7,8,1,-0.5,8,1,4.5,8,1,0,1,8,1,0,1,8,1,36,8,1,晴,8,1,晴後曇,8,1
2022/2/8,9.1,8,1,2.2,8,1,5.3,8,1,0,1,8,1,0,1,8,1,55,8,1,曇後晴,8,1,曇後晴,8,1
2022/2/9,10.8,8,1,1.8,8,1,6.2,8,1,0,1,8,1,0,1,8,1,50,8,1,晴時々薄曇,8,1,曇後時々雨,8,1
2022/2/10,6.1,8,1,0.6,8,1,2.3,8,1,27.0,0,8,1,2,0,8,1,90,8,1,みぞれ一時雨後一時雪,8,1,みぞれ時々雪,8,1
2022/2/11,9.2,8,1,0.7,8,1,4.1,8,1,2.5,0,8,1,0,1,8,1,77,8,1,晴一時曇,8,1,晴,8,1
2022/2/12,9.9,8,1,0.2,8,1,4.7,8,1,0,1,8,1,0,1,8,1,62,8,1,薄曇後時々晴,8,1,晴,8,1
2022/2/13,5.0,8,1,0.8,8,1,3.1,8,1,22.5,0,8,1,0,1,8,1,86,8,1,曇後雨,8,1,みぞれ一時雨,8,1
2022/2/14,8.0,8,1,0.8,8,1,3.9,8,1,3.5,0,8,1,0,1,8,1,77,8,1,曇後一時晴,8,1,晴,8,1
2022/2/15,11.6,8,1,1.1,8,1,5.5,8,1,0,1,8,1,0,1,8,1,72,8,1,晴時々曇,8,1,快晴,8,1
2022/2/16,11.8,8,1,1.3,8,1,6.0,8,1,0.0,0,8,1,0,1,8,1,60,8,1,晴,8,1,晴,8,1
2022/2/17,9.7,8,1,0.5,8,1,4.6,8,1,0,1,8,1,0,1,8,1,34,8,1,晴,8,1,快晴,8,1
2022/2/18,11.4,8,1,-0.2,8,1,5.7,8,1,0,1,8,1,0,1,8,1,41,8,1,快晴,8,1,晴,8,1
2022/2/19,8.9,8,1,1.5,8,1,5.0,8,1,6.5,0,8,1,0,1,8,1,72,8,1,曇後一時雨,8,1,雨後一時曇,8,1
2022/2/20,10.0,8,1,2.4,8,1,5.9,8,1,9.0,0,8,1,0,1,8,1,77,8,1,曇時々雨,8,1,快晴,8,1
2022/2/21,8.7,8,1,1.2,8,1,4.1,8,1,0,1,8,1,0,1,8,1,34,8,1,快晴,8,1,快晴,8,1
2022/2/22,10.0,8,1,-0.5,8,1,4.4,8,1,0,1,8,1,0,1,8,1,38,8,1,晴,8,1,晴,8,1
2022/2/23,10.3,8,1,0.1,8,1,4.4,8,1,0,1,8,1,0,1,8,1,38,8,1,晴,8,1,晴後曇,8,1
2022/2/24,10.1,8,1,1.7,8,1,4.8,8,1,0,1,8,1,0,1,8,1,34,8,1,晴一時曇,8,1,快晴,8,1
2022/2/25,13.4,8,1,-0.1,8,1,6.5,8,1,0,1,8,1,0,1,8,1,34,8,1,快晴,8,1,快晴,8,1
2022/2/26,14.7,8,1,3.0,8,1,8.6,8,1,0,1,8,1,0,1,8,1,47,8,1,晴,8,1,晴一時薄曇,8,1
2022/2/27,18.5,8,1,3.2,8,1,9.5,8,1,0,1,8,1,0,1,8,1,44,8,1,快晴,8,1,快晴,8,1
2022/2/28,15.9,8,1,4.5,8,1,9.8,8,1,0,1,8,1,0,1,8,1,41,8,1,晴後時々曇,8,1,薄曇後晴,8,1
2022/3/1,18.3,8,1,4.9,8,1,11.0,8,1,0.0,0,8,1,0,1,8,1,51,8,1,薄曇後一時晴,8,1,曇後晴,8,1
2022/3/2,16.3,8,1,7.2,8,1,11.2,8,1,4.0,0,8,1,0,1,8,1,57,8,1,曇時々晴,8,1,曇一時雨後晴,8,1
2022/3/3,15.0,8,1,4.7,8,1,9.5,8,1,0.0,0,8,1,0,1,8,1,64,8,1,晴一時曇,8,1,晴後一時曇,8,1
2022/3/4,12.2,8,1,4.7,8,1,8.1,8,1,0,1,8,1,0,1,8,1,49,8,1,薄曇時々晴,8,1,曇後晴,8,1
2022/3/5,17.9,8,1,4.3,8,1,11.2,8,1,0,1,8,1,0,1,8,1,55,8,1,快晴,8,1,晴,8,1
2022/3/6,13.9,8,1,4.6,8,1,8.1,8,1,0,1,8,1,0,1,8,1,33,8,1,晴後一時曇,8,1,快晴,8,1
2022/3/7,14.2,8,1,3.9,8,1,8.3,8,1,0,1,8,1,0,1,8,1,35,8,1,晴後薄曇,8,1,曇後一時雨,8,1
2022/3/8,8.0,8,1,4.1,8,1,6.3,8,1,0.5,0,8,1,0,1,8,1,74,8,1,雨後曇,8,1,曇時々晴,8,1
2022/3/9,13.6,8,1,2.6,8,1,7.9,8,1,0,1,8,1,0,1,8,1,58,8,1,晴後薄曇,8,1,晴,8,1
2022/3/10,14.3,8,1,3.7,8,1,9.0,8,1,0,1,8,1,0,1,8,1,57,8,1,晴時々薄曇,8,1,晴,8,1
2022/3/11,18.7,8,1,5.2,8,1,12.0,8,1,0,1,8,1,0,1,8,1,59,8,1,晴後一時薄曇,8,1,薄曇後晴,8,1
2022/3/12,21.8,8,1,7.8,8,1,14.6,8,1,0,1,8,1,0,1,8,1,48,8,1,晴,8,1,晴時々薄曇,8,1
2022/3/13,19.5,8,1,8.7,8,1,14.7,8,1,0,1,8,1,0,1,8,1,65,8,1,薄曇,8,1,曇後一時雨,8,1
2022/3/14,24.1,8,1,7.8,8,1,16.4,8,1,1.0,0,8,1,0,1,8,1,70,8,1,晴一時雨,8,1,曇時々雨,8,1
2022/3/15,20.3,8,1,7.2,8,1,12.7,8,1,0.0,0,8,1,0,1,8,1,65,8,1,曇後晴,8,1,晴後曇,8,1
2022/3/16,20.3,8,1,9.5,8,1,14.1,8,1,0,1,8,1,0,1,8,1,64,8,1,曇後晴,8,1,晴後一時曇,8,1
2022/3/17,21.0,8,1,8.3,8,1,14.1,8,1,0.0,0,8,1,0,1,8,1,62,8,1,曇一時晴,8,1,雨時々曇,8,1
2022/3/18,10.3,8,1,3.8,8,1,5.2,8,1,48.0,0,8,1,0,1,8,1,91,8,1,雨時々曇,8,1,大雨一時曇,8,1
2022/3/19,18.6,8,1,4.4,8,1,10.1,8,1,22.0,0,8,1,0,1,8,1,82,8,1,晴後曇一時雨,8,1,雨後晴、雷を伴う,8,1
2022/3/20,15.5,8,1,4.1,8,1,9.9,8,1,0.0,0,8,1,0,1,8,1,59,8,1,晴後曇,8,1,曇時々雨,8,1
2022/3/21,14.1,8,1,6.2,8,1,9.6,8,1,0.0,0,8,1,0,1,8,1,62,8,1,曇後一時晴,8,1,曇後雨,8,1
2022/3/22,9.9,8,1,1.2,8,1,3.7,8,1,18.0,0,8,1,0,1,8,1,92,8,1,雨一時みぞれ,8,1,曇時々晴,8,1
2022/3/23,10.5,8,1,0.5,8,1,5.2,8,1,1.0,0,8,1,0,1,8,1,66,8,1,薄曇,8,1,みぞれ時々曇一時晴,8,1
2022/3/24,14.3,8,1,2.4,8,1,8.2,8,1,1.0,0,8,1,0,1,8,1,73,8,1,晴,8,1,晴,8,1
2022/3/25,17.6,8,1,5.2,8,1,12.2,8,1,0,1,8,1,0,1,8,1,54,8,1,快晴,8,1,曇,8,1
2022/3/26,19.0,8,1,13.3,8,1,16.1,8,1,7.5,0,8,1,0,1,8,1,80,8,1,曇後時々雨,8,1,雨後曇,8,1
2022/3/27,21.4,8,1,11.5,8,1,16.2,8,1,0.5,0,8,1,0,1,8,1,72,8,1,曇一時晴,8,1,曇時々雨,8,1
2022/3/28,19.0,8,1,10.7,8,1,13.5,8,1,0.0,0,8,1,0,1,8,1,49,8,1,晴時々曇,8,1,曇,8,1
2022/3/29,11.0,8,1,9.1,8,1,10.2,8,1,0,1,8,1,0,1,8,1,55,8,1,曇,8,1,曇,8,1
2022/3/30,20.3,8,1,9.3,8,1,14.5,8,1,0.0,0,8,1,0,1,8,1,77,8,1,曇一時晴,8,1,曇後晴,8,1
2022/3/31,22.8,8,1,8.9,8,1,15.1,8,1,7.0,0,8,1,0,1,8,1,76,8,1,曇,8,1,雨,8,1
2022/4/1,12.4,8,1,3.9,8,1,7.6,8,1,16.5,0,8,1,0,1,8,1,63,8,1,曇一時雨,8,1,晴一時薄曇,8,1
2022/4/2,12.9,8,1,3.6,8,1,8.5,8,1,0,1,8,1,0,1,8,1,51,8,1,薄曇時々晴,8,1,薄曇後雨,8,1
2022/4/3,10.1,8,1,6.6,8,1,8.2,8,1,13.5,0,8,1,0,1,8,1,84,8,1,雨一時曇,8,1,雨,8,1
2022/4/4,9.8,8,1,6.7,8,1,8.5,8,1,53.5,0,8,1,0,1,8,1,97,8,1,大雨,8,1,雨後一時曇,8,1
2022/4/5,17.9,8,1,8.2,8,1,12.6,8,1,1.5,0,8,1,0,1,8,1,78,8,1,曇一時雨後晴,8,1,曇,8,1
2022/4/6,21.8,8,1,10.6,8,1,15.5,8,1,0,1,8,1,0,1,8,1,73,8,1,曇後晴,8,1,薄曇時々晴,8,1
2022/4/7,19.2,8,1,10.9,8,1,14.3,8,1,0,1,8,1,0,1,8,1,72,8,1,曇,8,1,晴,8,1
2022/4/8,21.7,8,1,9.7,8,1,15.4,8,1,0,1,8,1,0,1,8,1,57,8,1,快晴,8,1,快晴,8,1
2022/4/9,23.8,8,1,10.1,8,1,17.2,8,1,0,1,8,1,0,1,8,1,65,8,1,快晴,8,1,快晴,8,1
2022/4/10,26.8,8,1,13.0,8,1,19.6,8,1,0,1,8,1,0,1,8,1,60,8,1,快晴,8,1,晴後薄曇,8,1
2022/4/11,24.7,8,1,13.8,8,1,18.9,8,1,0,1,8,1,0,1,8,1,73,8,1,薄曇,8,1,薄曇後時々晴,8,1
2022/4/12,25.6,8,1,15.4,8,1,20.0,8,1,0,1,8,1,0,1,8,1,70,8,1,快晴,8,1,晴後一時薄曇,8,1
2022/4/13,26.4,8,1,15.2,8,1,20.8,8,1,0,1,8,1,0,1,8,1,75,8,1,薄曇,8,1,曇後一時雨,8,1
2022/4/14,20.2,8,1,10.0,8,1,12.3,8,1,4.0,0,8,1,0,1,8,1,90,8,1,雨,8,1,霧雨後雨時々曇,8,1
2022/4/15,12.1,8,1,8.3,8,1,10.1,8,1,19.5,0,8,1,0,1,8,1,97,8,1,雨,8,1,雨時々曇,8,1
2022/4/16,20.2,8,1,8.0,8,1,12.5,8,1,1.0,0,8,1,0,1,8,1,76,8,1,曇時々晴一時雨,8,1,曇時々晴,8,1
2022/4/17,17.8,8,1,9.9,8,1,13.7,8,1,0.0,0,8,1,0,1,8,1,68,8,1,曇,8,1,曇後晴,8,1
2022/4/18,18.2,8,1,11.7,8,1,14.3,8,1,28.5,0,8,1,0,1,8,1,84,8,1,曇時々雨,8,1,雨後曇,8,1
2022/4/19,20.9,8,1,10.6,8,1,15.3,8,1,1.0,0,8,1,0,1,8,1,75,8,1,曇時々晴,8,1,雨時々曇,8,1
2022/4/20,14.0,8,1,9.5,8,1,12.2,8,1,1.5,0,8,1,0,1,8,1,84,8,1,曇時々雨,8,1,曇一時雨,8,1
2022/4/21,21.5,8,1,12.2,8,1,16.4,8,1,8.5,0,8,1,0,1,8,1,76,8,1,薄曇,8,1,大雨一時曇,8,1
2022/4/22,26.2,8,1,13.5,8,1,19.2,8,1,29.0,0,8,1,0,1,8,1,82,8,1,晴時々曇,8,1,晴後時々曇,8,1
2022/4/23,26.7,8,1,16.5,8,1,20.8,8,1,0,1,8,1,0,1,8,1,74,8,1,曇時々晴,8,1,曇,8,1
2022/4/24,20.3,8,1,14.1,8,1,17.3,8,1,3.5,0,8,1,0,1,8,1,81,8,1,曇後雨,8,1,晴一時雨,8,1
2022/4/25,26.6,8,1,13.0,8,1,19.9,8,1,0,1,8,1,0,1,8,1,77,8,1,晴,8,1,薄曇,8,1
2022/4/26,23.6,8,1,17.9,8,1,21.3,8,1,2.5,0,8,1,0,1,8,1,89,8,1,曇一時雨,8,1,曇一時雨,8,1
2022/4/27,27.7,8,1,18.9,8,1,23.0,8,1,0.5,0,8,1,0,1,8,1,79,8,1,曇一時雨,8,1,曇,8,1
2022/4/28,21.1,8,1,14.2,8,1,16.9,8,1,0.0,0,8,1,0,1,8,1,57,8,1,曇後晴,8,1,晴後一時曇,8,1
2022/4/29,16.4,8,1,9.0,8,1,12.9,8,1,40.0,0,8,1,0,1,8,1,86,8,1,雨一時曇,8,1,雨一時曇後晴,8,1
2022/4/30,18.4,8,1,7.4,8,1,12.6,8,1,0,1,8,1,0,1,8,1,64,8,1,晴,8,1,曇一時晴,8,1
2022/5/1,16.8,8,1,10.8,8,1,12.7,8,1,12.0,0,8,1,0,1,8,1,83,8,1,曇後雨,8,1,曇時々雨,8,1
